micnum,stmon,stday,styear,endmon,endday,endyear,fatalmin,fatalmax,hiact,hostlev,outcome,numa,numb,version
1360,3,7,1969,4,-9,1970,229,550,17,4,9,1,1,mic-1.0
1361,1,22,1964,1,26,1964,0,0,16,4,5,1,1,mic-1.0
1362,3,15,1973,7,21,1973,0,0,16,4,6,1,1,mic-1.0
1363,12,16,1960,5,3,1961,52,200,17,4,5,3,3,mic-1.0
1364,4,14,1972,4,14,1972,2,2,17,4,5,1,1,mic-1.0
1366,5,16,1965,5,26,1965,0,0,15,4,7,1,1,mic-1.0
1367,2,13,1973,2,13,1973,0,0,16,4,5,1,1,mic-1.0
1368,2,26,1976,9,22,1976,0,0,16,4,3,1,1,mic-1.0
1374,1,-9,1950,11,7,1953,390,1155,17,4,5,1,1,mic-1.0
1376,7,7,1975,12,30,1975,1,1,17,4,6,1,1,mic-1.0
1377,7,4,1976,7,4,1976,21,21,17,4,5,1,1,mic-1.0
1378,2,-9,1967,10,28,1967,4,100,17,4,6,1,2,mic-1.0
1379,6,1,1962,9,19,1971,325,424,17,4,5,1,2,mic-1.0
1380,1,27,1971,11,23,1971,30,59,17,4,6,1,1,mic-1.0
1381,9,17,1972,5,28,1973,11,59,17,4,5,1,2,mic-1.0
1382,7,13,1974,9,7,1975,0,0,15,4,5,1,3,mic-1.0
1385,11,25,1969,1,-9,1971,11,35,16,4,5,1,1,mic-1.0
1386,1,20,1973,1,20,1973,0,0,12,3,5,1,1,mic-1.0
1387,12,16,1961,12,21,1961,0,0,12,3,5,1,1,mic-1.0
1390,12,16,1972,5,19,1973,0,0,16,4,5,3,1,mic-1.0
1391,3,8,1971,4,12,1971,0,0,15,4,5,1,1,mic-1.0
1392,5,18,1966,12,25,1966,0,0,16,4,5,1,1,mic-1.0
1396,11,20,1974,11,20,1974,0,0,17,4,5,1,1,mic-1.0
1399,3,25,1969,3,25,1969,0,0,11,3,5,1,1,mic-1.0
1400,4,6,1968,7,27,1968,0,0,1,2,5,1,1,mic-1.0
1404,12,13,1971,12,16,1971,0,0,14,4,5,1,1,mic-1.0
1406,2,-9,1969,4,4,1969,0,0,14,4,5,1,1,mic-1.0
1407,12,27,1963,3,-9,1964,0,0,13,4,6,1,1,mic-1.0
1408,10,-9,1966,11,5,1966,0,0,15,4,7,1,1,mic-1.0
1410,7,23,1962,7,23,1962,0,0,17,4,5,1,1,mic-1.0
1411,11,25,1974,6,18,1975,2,50,17,4,6,1,1,mic-1.0
1418,1,-9,1963,1,-9,1963,0,0,7,3,5,1,1,mic-1.0
1419,1,16,1965,5,29,1965,1,1,16,4,7,1,1,mic-1.0
1422,6,4,1967,7,4,1967,0,0,17,4,5,1,1,mic-1.0
1423,8,10,1960,8,29,1961,0,0,16,4,6,1,1,mic-1.0
1425,11,16,1963,4,19,1964,83,262,17,4,5,1,1,mic-1.0
1426,12,26,1963,3,29,1964,0,0,17,4,5,2,1,mic-1.0
1427,5,26,1974,5,28,1974,0,0,15,4,7,1,1,mic-1.0
1428,12,14,1975,12,20,1975,9,9,17,4,5,1,1,mic-1.0
1430,10,9,1975,11,27,1977,19,92,17,4,5,2,1,mic-1.0
1435,5,8,1977,1,7,1979,4359,12275,22,5,1,1,1,mic-1.0
1441,10,14,1975,8,30,1988,910,4694,22,5,6,3,3,mic-1.0
1447,3,25,1971,12,17,1971,8471,11379,22,5,2,1,1,mic-1.0
1450,9,7,1975,7,17,1976,0,0,16,4,7,1,1,mic-1.0
1452,6,-9,1956,10,2,1956,0,0,15,4,5,1,2,mic-1.0
1463,3,22,1965,3,24,1965,0,0,15,4,7,1,1,mic-1.0
1466,3,28,1962,10,5,1962,0,0,16,4,5,2,1,mic-1.0
1469,4,19,1976,4,20,1976,0,0,17,4,5,1,1,mic-1.0
1472,2,15,1975,9,1,1975,5,5,17,4,5,1,2,mic-1.0
1477,3,2,1918,4,25,1918,0,0,14,4,4,1,1,mic-1.0
1480,6,29,1967,8,7,1970,1187,2424,22,5,5,1,4,mic-1.0
1482,4,14,1864,5,9,1866,152,269,17,4,4,1,2,mic-1.0
1486,12,4,1884,4,18,1885,3,3,17,4,5,1,1,mic-1.0
1488,10,-9,1885,10,-9,1885,0,0,7,3,5,3,1,mic-1.0
1489,3,30,1874,10,31,1874,0,0,16,4,4,1,1,mic-1.0
1490,6,5,1894,4,17,1895,10576,12565,22,5,1,1,2,mic-1.0
1493,6,-9,1849,6,-9,1849,0,0,15,4,5,1,1,mic-1.0
1494,12,12,1854,6,12,1855,0,0,14,4,1,1,1,mic-1.0
1495,3,20,1856,3,20,1856,0,0,7,3,4,1,1,mic-1.0
1497,5,4,1870,6,-9,1870,0,0,15,4,5,1,1,mic-1.0
1498,11,7,1846,2,6,1847,0,0,8,3,4,2,1,mic-1.0
1500,8,20,1857,2,20,1858,0,0,14,4,1,1,1,mic-1.0
1502,1,25,1863,12,-9,1863,0,0,7,3,5,1,1,mic-1.0
1503,8,-9,1872,8,-9,1872,0,0,7,3,5,1,1,mic-1.0
1506,4,13,1852,3,16,1853,0,0,10,3,6,1,2,mic-1.0
1507,9,21,1843,3,21,1844,0,0,14,4,1,1,1,mic-1.0
1508,4,7,1873,11,25,1873,0,0,7,3,5,1,1,mic-1.0
1510,10,15,1878,12,6,1878,0,0,15,4,6,1,1,mic-1.0
1511,5,-9,1879,11,-9,1879,0,0,14,4,1,1,1,mic-1.0
1512,12,-9,1891,12,-9,1891,0,0,1,2,4,1,1,mic-1.0
1513,1,-9,1898,9,22,1898,0,0,11,3,3,1,1,mic-1.0
1515,3,-9,1884,3,-9,1884,0,0,3,2,4,1,1,mic-1.0
1517,1,22,1883,1,22,1883,0,0,1,2,5,3,1,mic-1.0
1518,11,8,1878,10,20,1883,10897,14731,22,5,1,1,2,mic-1.0
1519,8,15,1863,12,30,1863,180,560,22,5,1,1,1,mic-1.0
1520,6,19,1862,7,31,1862,52,200,17,4,1,1,1,mic-1.0
1521,11,-9,1857,11,-9,1857,0,0,16,4,6,1,1,mic-1.0
1522,6,-9,1856,10,11,1856,0,0,1,2,4,1,1,mic-1.0
1526,3,24,1874,3,24,1874,0,0,7,3,5,1,1,mic-1.0
1527,3,22,1872,11,19,1872,0,0,10,3,6,1,1,mic-1.0
1528,5,4,1851,2,3,1852,1057,1462,22,5,1,1,1,mic-1.0
1529,2,21,1891,4,22,1891,0,0,7,3,3,1,1,mic-1.0
1530,10,16,1888,12,20,1888,0,0,15,4,7,1,1,mic-1.0
1531,2,27,1882,2,27,1882,0,0,1,2,6,1,1,mic-1.0
1532,11,-9,1869,11,-9,1869,0,0,7,3,5,1,1,mic-1.0
1533,1,-9,1876,5,8,1876,1226,2260,22,5,1,1,1,mic-1.0
1534,6,27,1890,8,26,1890,306,700,17,4,4,1,1,mic-1.0
1535,3,10,1885,4,15,1885,975,1125,22,5,2,1,3,mic-1.0
1540,12,5,1840,5,18,1841,0,0,7,3,4,1,1,mic-1.0
1541,9,-9,1893,10,11,1893,0,0,15,4,5,1,1,mic-1.0
1543,2,-9,1880,2,-9,1880,0,0,7,3,5,1,1,mic-1.0
1544,9,26,1876,8,20,1878,0,0,17,4,5,1,1,mic-1.0
1545,3,26,1875,6,12,1875,2,20,17,4,5,1,1,mic-1.0
1549,3,6,1860,3,20,1860,16,16,17,4,1,1,1,mic-1.0
1550,10,6,1855,10,8,1855,0,0,12,3,5,1,1,mic-1.0
1551,11,-9,1850,11,-9,1850,0,0,3,2,3,1,1,mic-1.0
1552,8,23,1843,3,30,1848,9620,14140,22,5,1,1,1,mic-1.0
1553,2,-9,1838,4,-9,1838,0,0,7,3,3,1,1,mic-1.0
1554,4,4,1836,4,19,1837,0,0,17,4,7,1,1,mic-1.0
1556,3,-9,1839,3,-9,1839,0,0,15,4,7,1,1,mic-1.0
1557,1,25,1898,8,13,1898,4501,4796,22,5,1,1,1,mic-1.0
1564,3,6,1855,3,19,1855,0,0,15,4,5,1,1,mic-1.0
1565,2,28,1854,4,8,1854,0,0,15,4,7,1,1,mic-1.0
1566,5,-9,1850,6,-9,1850,0,0,15,4,6,1,1,mic-1.0
1567,3,15,1818,9,15,1818,2,40,16,4,1,1,1,mic-1.0
1569,12,-9,1896,5,20,1897,1850,2150,22,5,2,1,1,mic-1.0
1571,8,29,1882,9,6,1882,2,20,17,4,5,1,1,mic-1.0
1573,1,7,1878,2,6,1878,0,0,14,4,3,1,1,mic-1.0
1575,11,19,1868,1,20,1869,0,0,7,3,3,1,1,mic-1.0
1576,10,24,1866,10,24,1866,0,0,7,3,5,1,1,mic-1.0
1579,9,-9,1829,9,25,1829,252,525,17,4,4,1,1,mic-1.0
1580,10,22,1859,4,26,1860,4750,6500,22,5,1,1,1,mic-1.0
1581,10,2,1893,3,30,1894,202,306,16,4,4,1,1,mic-1.0
1586,1,-9,1846,6,22,1846,0,0,12,3,5,1,1,mic-1.0
1587,9,-9,1850,10,14,1850,0,0,17,4,2,1,1,mic-1.0
1588,12,11,1854,3,21,1855,0,0,7,3,6,1,1,mic-1.0
1589,4,-9,1862,5,-9,1862,0,0,16,4,5,1,1,mic-1.0
1590,8,30,1864,3,9,1870,58392,83313,22,5,2,1,2,mic-1.0
1593,10,26,1858,5,3,1859,0,0,13,4,1,1,1,mic-1.0
1595,8,10,1862,2,10,1863,0,0,7,3,5,1,2,mic-1.0
1596,9,-9,1893,1,23,1894,0,0,15,4,6,1,1,mic-1.0
1597,10,-9,1899,4,-9,1900,0,0,14,4,1,1,1,mic-1.0
1598,4,-9,1912,4,-9,1912,0,0,7,3,5,1,1,mic-1.0
1599,10,-9,1889,10,-9,1889,0,0,7,3,5,1,1,mic-1.0
1600,7,-9,1866,7,-9,1866,0,0,7,3,5,1,1,mic-1.0
1601,12,23,1887,6,20,1888,0,0,14,4,4,1,1,mic-1.0
1605,3,23,1970,5,-9,1970,0,0,14,4,3,1,1,mic-1.0
1608,11,6,1965,12,11,1965,1,1,17,4,6,1,1,mic-1.0
1609,8,-9,1967,5,7,1968,0,0,15,4,5,1,1,mic-1.0
1610,2,24,1968,8,13,1968,7,19,17,4,5,1,1,mic-1.0
1612,12,21,1972,4,6,1973,2,2,17,4,3,1,2,mic-1.0
1613,3,7,1975,6,25,1975,2,2,17,4,5,1,1,mic-1.0
1622,10,30,1826,11,22,1826,0,0,2,2,4,1,1,mic-1.0
1623,5,20,1836,1,31,1837,0,0,15,4,7,1,1,mic-1.0
1628,5,-9,1858,8,27,1858,0,0,13,4,6,2,1,mic-1.0
1629,11,29,1859,11,30,1859,0,0,15,4,7,1,1,mic-1.0
1631,12,20,1860,12,20,1860,0,0,1,2,5,1,3,mic-1.0
1632,6,15,1872,6,16,1872,0,0,16,4,1,1,1,mic-1.0
1635,7,23,1877,11,-9,1877,0,0,10,3,5,1,1,mic-1.0
1637,1,-9,1881,7,-9,1881,0,0,7,3,3,1,2,mic-1.0
1639,10,-9,1886,8,-9,1887,0,0,14,4,1,1,1,mic-1.0
1642,10,14,1890,10,14,1890,0,0,7,3,6,1,1,mic-1.0
1643,1,22,1891,2,4,1891,0,0,7,3,2,2,1,mic-1.0
1644,1,10,1895,3,11,1895,0,0,7,3,6,1,2,mic-1.0
1645,1,3,1895,7,2,1895,0,0,14,4,5,1,1,mic-1.0
1646,5,-9,1895,8,15,1895,85,85,17,4,6,1,1,mic-1.0
1647,5,15,1895,3,16,1896,51,85,16,4,6,1,1,mic-1.0
1648,9,21,1897,12,6,1897,0,0,15,4,7,1,1,mic-1.0
1649,10,11,1899,10,14,1899,0,0,2,2,4,1,1,mic-1.0
1650,6,-9,1905,6,-9,1905,0,0,7,3,5,1,1,mic-1.0
1660,2,1,1917,5,8,1917,0,0,15,4,7,1,1,mic-1.0
1661,3,18,1915,11,6,1918,0,0,16,4,8,1,1,mic-1.0
1665,1,6,1921,1,6,1921,0,0,1,2,4,1,1,mic-1.0
1666,5,-9,1921,5,-9,1921,0,0,7,3,5,1,1,mic-1.0
1668,11,-9,1922,9,29,1923,0,0,13,4,4,1,1,mic-1.0
1669,12,-9,1923,6,-9,1924,0,0,14,4,1,1,1,mic-1.0
1670,4,-9,1926,7,-9,1926,0,0,7,3,5,1,1,mic-1.0
1671,9,11,1926,7,3,1927,0,0,16,4,5,1,1,mic-1.0
1672,10,28,1927,10,31,1927,0,0,7,3,6,1,3,mic-1.0
1674,2,28,1927,7,12,1927,0,0,15,4,7,1,1,mic-1.0
1677,8,-9,1933,1,24,1934,0,0,13,4,4,1,1,mic-1.0
1683,3,-9,1883,9,-9,1883,0,0,16,4,6,1,1,mic-1.0
1685,9,14,1939,9,18,1939,0,0,17,4,5,1,1,mic-1.0
1686,8,29,1939,8,29,1939,0,0,10,3,5,1,1,mic-1.0
1695,2,-9,1944,9,16,1944,0,0,17,4,1,1,1,mic-1.0
1698,2,15,1947,7,17,1948,0,0,14,4,5,2,1,mic-1.0
1701,6,16,1952,6,17,1952,0,0,16,4,5,1,1,mic-1.0
1703,7,2,1952,10,26,1952,0,0,16,4,5,1,5,mic-1.0
1707,7,2,1958,10,22,1958,3,3,17,4,5,1,1,mic-1.0
1709,12,30,1959,12,30,1959,0,0,1,2,5,1,1,mic-1.0
1710,1,10,1960,1,10,1960,1,1,16,4,5,1,1,mic-1.0
1711,2,17,1960,5,31,1960,1,25,16,4,5,1,1,mic-1.0
1713,7,22,1966,12,30,1966,0,0,15,4,7,1,1,mic-1.0
1714,3,27,1866,3,31,1866,0,0,7,3,3,1,1,mic-1.0
1715,6,19,1967,10,10,1967,30,88,17,4,5,1,1,mic-1.0
1717,8,8,1969,11,30,1969,0,0,8,3,5,1,1,mic-1.0
1718,8,2,1971,8,8,1971,0,0,7,3,5,3,1,mic-1.0
1723,3,21,1918,10,14,1920,376,743,16,4,6,1,1,mic-1.0
1733,1,23,1932,1,25,1932,0,0,7,3,5,3,1,mic-1.0
1736,6,1,1924,11,28,1924,0,0,14,4,5,1,1,mic-1.0
1739,9,-9,1888,9,20,1888,0,0,15,4,5,1,1,mic-1.0
1740,2,13,1842,3,5,1842,0,0,14,4,5,1,1,mic-1.0
1743,10,3,1858,10,23,1858,0,0,7,3,7,1,1,mic-1.0
1750,5,24,1876,5,30,1876,0,0,7,3,4,1,1,mic-1.0
1752,7,6,1826,7,6,1826,0,0,7,3,4,1,1,mic-1.0
1753,7,27,1833,12,11,1833,0,0,15,4,7,1,1,mic-1.0
1755,6,16,1852,8,25,1852,0,0,7,3,3,1,1,mic-1.0
1757,10,-9,1856,1,-9,1857,0,0,7,3,8,1,1,mic-1.0
1762,6,17,1862,1,5,1863,0,0,15,4,7,1,1,mic-1.0
1763,5,4,1880,12,-9,1880,0,0,15,4,8,1,1,mic-1.0
1764,7,6,1885,8,-9,1885,0,0,7,3,5,1,1,mic-1.0
1771,7,18,1911,7,19,1911,0,0,7,3,5,1,1,mic-1.0
1773,8,8,1914,11,-9,1915,108,132,17,4,5,1,1,mic-1.0
1774,4,14,1915,10,11,1918,0,0,16,4,8,1,1,mic-1.0
1775,6,2,1915,7,-9,1915,0,0,8,3,5,1,1,mic-1.0
1777,12,-9,1918,8,1,1919,0,0,14,4,4,1,1,mic-1.0
1778,6,4,1920,8,5,1920,352,750,17,4,3,1,1,mic-1.0
1779,4,1,1922,7,29,1922,0,0,7,3,3,1,1,mic-1.0
1780,8,8,1923,9,16,1923,0,0,7,3,4,1,1,mic-1.0
1781,12,18,1925,8,31,1926,2,50,16,4,3,1,1,mic-1.0
1783,4,1,1940,6,8,1940,0,0,16,4,5,1,1,mic-1.0
1785,8,4,1941,6,6,1942,295,570,22,5,1,1,1,mic-1.0
1788,9,12,1943,9,18,1943,0,0,10,3,5,1,1,mic-1.0
1789,6,23,1942,7,3,1944,0,0,16,4,5,1,1,mic-1.0
1792,5,7,1946,11,17,1946,102,275,17,4,5,1,1,mic-1.0
1793,5,14,1948,7,20,1949,1819,4189,22,5,2,5,1,mic-1.0
1797,6,28,1960,7,31,1960,1,1,16,4,6,1,1,mic-1.0
1800,5,-9,1865,2,12,1866,0,0,16,4,4,1,1,mic-1.0
1801,6,3,1961,12,8,1961,0,0,8,3,4,1,1,mic-1.0
1804,11,11,1965,2,10,1966,0,0,8,3,5,2,1,mic-1.0
1807,10,10,1968,3,19,1969,0,0,15,4,7,1,1,mic-1.0
1808,1,26,1973,1,26,1973,0,0,7,3,5,1,1,mic-1.0
1809,6,26,1975,6,28,1975,0,0,15,4,7,1,1,mic-1.0
1825,12,11,1937,12,11,1937,1,1,16,4,5,1,1,mic-1.0
2000,5,11,1953,9,23,1953,2,50,17,4,5,1,1,mic-1.0
2001,9,20,1953,11,8,1953,20,100,16,4,3,1,1,mic-1.0
2002,5,21,1960,5,30,1960,0,0,7,3,5,1,1,mic-1.0
2005,2,4,1903,2,4,1903,0,0,1,2,5,1,1,mic-1.0
2006,1,9,1950,2,27,1950,0,0,16,4,7,1,1,mic-1.0
2009,7,27,1950,8,-9,1950,0,0,17,4,5,1,1,mic-1.0
2010,10,3,1950,10,28,1950,0,0,7,3,5,1,1,mic-1.0
2013,5,-9,1838,11,-9,1838,0,0,14,4,4,1,1,mic-1.0
2014,5,19,1864,5,19,1864,0,0,1,2,5,1,1,mic-1.0
2018,10,12,1953,10,27,1953,0,0,16,4,5,1,1,mic-1.0
2020,7,21,1948,10,18,1948,1,1,17,4,5,1,1,mic-1.0
2022,2,14,1952,3,-9,1952,0,0,8,3,5,1,1,mic-1.0
2023,10,-9,1953,3,27,1954,0,0,16,4,5,1,1,mic-1.0
2024,3,2,1955,3,2,1955,0,0,11,3,5,1,1,mic-1.0
2025,9,18,1957,10,-9,1957,0,0,14,4,5,1,1,mic-1.0
2029,12,30,1960,12,30,1960,0,0,7,3,5,1,1,mic-1.0
2030,8,-9,1960,10,29,1960,0,0,16,4,5,1,1,mic-1.0
2031,2,10,1964,3,-9,1964,0,0,16,4,5,1,1,mic-1.0
2032,5,10,1955,5,10,1955,1,25,17,4,5,1,1,mic-1.0
2033,7,23,1954,7,26,1954,0,0,17,4,5,1,1,mic-1.0
2035,7,27,1953,9,2,1953,16,16,17,4,5,1,2,mic-1.0
2038,8,16,1958,8,18,1958,0,0,7,3,5,1,1,mic-1.0
2040,2,-9,1920,2,29,1920,0,0,10,3,6,1,1,mic-1.0
2042,5,3,1957,5,3,1957,0,0,11,3,5,1,1,mic-1.0
2043,11,3,1866,11,3,1866,0,0,7,3,4,1,1,mic-1.0
2044,6,-9,1875,6,-9,1875,0,0,8,3,6,1,1,mic-1.0
2045,3,16,1876,3,16,1876,0,0,7,3,4,1,1,mic-1.0
2046,7,27,1890,8,25,1890,0,0,7,3,5,1,1,mic-1.0
2047,2,25,1911,3,5,1911,0,0,15,4,7,1,1,mic-1.0
2050,9,9,1932,5,25,1933,0,0,17,4,5,1,2,mic-1.0
2053,3,13,1979,2,1,1982,34,73,17,4,5,2,1,mic-1.0
2054,9,18,1983,5,11,1987,27,115,16,4,5,2,1,mic-1.0
2055,11,-9,1842,1,-9,1843,0,0,7,3,5,2,1,mic-1.0
2059,7,4,1971,7,4,1971,0,0,7,3,5,1,1,mic-1.0
2066,6,11,1965,6,11,1965,0,0,17,4,5,1,1,mic-1.0
2067,3,31,1966,3,31,1966,1,1,17,4,5,1,1,mic-1.0
2068,5,21,1973,5,21,1973,0,0,11,3,5,1,1,mic-1.0
2069,2,22,1977,2,-9,1979,5454,10650,22,5,2,1,3,mic-1.0
2071,2,24,1980,6,13,1981,2064,2639,17,4,5,1,1,mic-1.0
2072,7,6,1982,5,25,1984,860,1461,17,4,1,1,1,mic-1.0
2074,12,20,1984,1,1,1985,114,354,17,4,5,1,1,mic-1.0
2075,9,16,1985,10,20,1985,70,70,17,4,5,1,1,mic-1.0
2080,7,19,1964,7,29,1964,0,0,16,4,6,1,1,mic-1.0
2081,7,14,1977,2,20,1978,0,0,7,3,6,1,1,mic-1.0
2082,8,18,1978,1,8,1979,0,0,10,3,5,1,1,mic-1.0
2083,9,7,1980,3,4,1982,0,0,15,4,6,1,1,mic-1.0
2086,8,16,1983,8,16,1983,0,0,12,3,5,1,1,mic-1.0
2087,10,18,1984,10,18,1984,0,0,16,4,5,1,1,mic-1.0
2088,11,20,1950,11,20,1950,0,0,11,3,5,1,1,mic-1.0
2089,6,29,1954,9,19,1954,0,0,14,4,5,1,1,mic-1.0
2090,6,25,1955,10,3,1956,0,0,14,4,5,1,1,mic-1.0
2098,4,23,1969,4,24,1969,0,0,1,2,5,1,1,mic-1.0
2099,12,10,1971,12,10,1971,0,0,12,3,5,1,1,mic-1.0
2101,2,24,1979,2,24,1979,0,0,8,3,5,1,1,mic-1.0
2102,6,-9,1986,5,7,1987,0,0,14,4,5,1,1,mic-1.0
2103,12,-9,1934,1,4,1935,0,0,12,3,6,1,1,mic-1.0
2106,12,19,1965,1,12,1966,2,2,16,4,5,1,1,mic-1.0
2107,5,23,1966,5,23,1966,0,0,17,4,5,1,1,mic-1.0
2109,1,20,1970,2,5,1970,0,0,15,4,5,1,1,mic-1.0
2110,1,14,1972,5,-9,1972,4,32,17,4,5,1,1,mic-1.0
2111,1,2,1973,3,3,1973,6,6,17,4,5,1,1,mic-1.0
2112,12,24,1973,3,6,1975,83,296,17,4,1,1,1,mic-1.0
2115,6,4,1979,8,20,1988,369256,615610,22,5,3,1,1,mic-1.0
2116,10,19,1842,10,26,1842,0,0,14,4,5,1,1,mic-1.0
2117,6,17,1870,6,18,1870,0,0,7,3,4,1,1,mic-1.0
2118,1,15,1984,1,15,1984,1,1,17,4,5,1,1,mic-1.0
2119,1,23,1981,3,5,1981,1,1,17,4,6,1,1,mic-1.0
2120,7,8,1977,1,20,1978,0,0,17,4,6,1,1,mic-1.0
2121,2,27,1953,7,14,1953,0,0,15,4,2,1,1,mic-1.0
2122,10,21,1950,10,21,1950,0,0,10,3,5,1,1,mic-1.0
2123,2,26,1943,8,25,1943,0,0,14,4,2,1,1,mic-1.0
2125,4,-9,1937,12,-9,1937,0,0,12,3,6,1,1,mic-1.0
2126,1,27,1911,1,28,1911,1,25,17,4,5,1,1,mic-1.0
2127,8,-9,1891,8,-9,1891,0,0,12,3,5,1,1,mic-1.0
2128,8,10,1886,8,10,1886,0,0,11,3,4,1,1,mic-1.0
2129,4,-9,1921,4,-9,1921,0,0,11,3,5,1,1,mic-1.0
2130,10,-9,1923,12,-9,1923,0,0,11,3,5,1,1,mic-1.0
2131,10,-9,1924,10,-9,1924,0,0,11,3,5,1,1,mic-1.0
2132,2,25,1927,2,26,1927,1,1,16,4,7,1,1,mic-1.0
2133,1,16,1930,1,26,1930,2,2,17,4,5,1,1,mic-1.0
2136,11,7,1974,2,16,1975,0,0,8,3,8,1,1,mic-1.0
2138,9,20,1972,9,21,1972,0,0,15,4,7,1,1,mic-1.0
2139,5,17,1977,7,19,1977,0,0,11,3,5,1,1,mic-1.0
2140,2,24,1977,5,11,1977,0,0,15,4,5,1,1,mic-1.0
2141,10,11,1978,11,1,1979,804,1807,22,5,2,2,3,mic-1.0
2142,1,1,1977,4,12,1977,0,0,17,4,5,1,1,mic-1.0
2150,3,8,1977,5,26,1977,34,320,17,4,2,2,5,mic-1.0
2152,2,3,1980,2,3,1980,6,6,17,4,5,1,1,mic-1.0
2153,9,1,1964,9,1,1964,0,0,1,2,5,1,1,mic-1.0
2155,12,28,1966,4,22,1967,3,3,17,4,5,1,1,mic-1.0
2157,1,29,1963,2,26,1963,1,1,16,4,2,1,1,mic-1.0
2169,6,29,1871,6,29,1871,0,0,7,3,5,1,1,mic-1.0
2170,11,-9,1885,12,24,1885,0,0,1,2,5,1,1,mic-1.0
2171,3,15,1965,3,16,1965,0,0,8,3,5,1,1,mic-1.0
2173,9,13,1974,1,8,1975,0,0,11,3,5,1,1,mic-1.0
2175,3,23,1981,3,23,1982,0,0,7,3,5,1,1,mic-1.0
2176,11,23,1982,3,9,1984,0,0,16,4,5,2,1,mic-1.0
2177,12,17,1984,2,6,1985,0,0,7,3,5,1,1,mic-1.0
2178,6,30,1986,7,12,1986,0,0,16,4,8,1,1,mic-1.0
2179,6,24,1986,7,28,1987,3,3,17,4,5,1,1,mic-1.0
2181,4,19,1956,5,20,1956,14,14,17,4,5,1,1,mic-1.0
2184,3,28,1918,4,10,1918,1,25,17,4,5,1,1,mic-1.0
2185,6,15,1919,2,1,1920,0,0,15,4,5,1,1,mic-1.0
2186,7,25,1949,8,19,1949,461,735,17,4,5,1,1,mic-1.0
2187,2,16,1958,9,16,1961,23,41,17,4,5,1,2,mic-1.0
2191,2,15,1974,7,20,1974,5,5,16,4,5,1,1,mic-1.0
2192,4,7,1977,5,19,1978,8,8,17,4,8,2,1,mic-1.0
2193,3,1,1979,12,6,1980,16,40,17,4,5,1,2,mic-1.0
2194,7,4,1981,7,13,1982,1,1,17,4,5,1,1,mic-1.0
2195,1,31,1983,8,12,1983,11,11,17,4,5,1,2,mic-1.0
2196,11,10,1984,10,20,1985,5,5,17,4,5,2,1,mic-1.0
2198,8,5,1986,8,19,1986,0,0,17,4,5,1,1,mic-1.0
2199,6,21,1873,6,21,1873,0,0,1,2,5,1,1,mic-1.0
2200,6,10,1875,12,14,1875,0,0,14,4,4,1,1,mic-1.0
2201,3,25,1879,9,25,1879,0,0,14,4,1,1,1,mic-1.0
2202,8,9,1882,8,30,1882,0,0,7,3,6,1,1,mic-1.0
2203,8,-9,1907,11,-9,1907,0,0,1,2,5,1,1,mic-1.0
2204,4,11,1909,9,4,1909,0,0,7,3,4,1,1,mic-1.0
2205,8,13,1916,2,9,1917,2,50,17,4,5,1,1,mic-1.0
2207,12,5,1925,12,23,1925,0,0,7,3,8,1,1,mic-1.0
2208,3,12,1926,3,18,1926,1,1,16,4,4,1,7,mic-1.0
2209,4,2,1927,4,3,1927,0,0,16,4,5,1,1,mic-1.0
2214,7,10,1936,12,30,1936,4,40,17,4,6,1,1,mic-1.0
2215,6,27,1958,11,7,1958,17,17,16,4,7,1,1,mic-1.0
2220,1,28,1964,3,27,1964,3,3,16,4,7,1,1,mic-1.0
2221,10,21,1970,11,10,1970,0,0,15,4,7,1,1,mic-1.0
2223,11,19,1978,1,2,1979,0,0,7,3,4,1,1,mic-1.0
2224,8,9,1979,8,10,1979,0,0,15,4,7,1,1,mic-1.0
2225,8,30,1979,10,21,1979,0,0,7,3,6,2,1,mic-1.0
2226,3,13,1980,3,19,1980,0,0,7,3,5,7,1,mic-1.0
2229,4,3,1982,1,19,1983,0,0,7,3,5,1,2,mic-1.0
2231,11,23,1983,5,20,1984,0,0,16,4,5,2,2,mic-1.0
2232,3,24,1985,9,7,1985,1,1,16,4,5,2,2,mic-1.0
2233,3,13,1986,3,13,1986,0,0,7,3,5,1,1,mic-1.0
2234,7,16,1911,8,19,1911,0,0,7,3,5,2,1,mic-1.0
2236,9,16,1857,2,12,1858,0,0,7,3,3,1,1,mic-1.0
2237,5,-9,1981,9,5,1982,0,0,12,3,5,1,1,mic-1.0
2239,1,18,1969,1,18,1969,0,0,11,3,5,1,2,mic-1.0
2240,2,22,1970,2,24,1970,0,0,16,4,5,1,1,mic-1.0
2244,1,22,1954,11,10,1956,15,29,17,4,5,2,1,mic-1.0
2245,2,12,1987,2,12,1987,281,530,17,4,5,1,1,mic-1.0
2300,12,23,1893,12,23,1893,2,50,17,4,5,1,1,mic-1.0
2302,3,12,1939,3,15,1939,0,0,14,4,1,1,1,mic-1.0
2304,8,31,1937,9,2,1937,0,0,16,4,5,1,1,mic-1.0
2311,11,19,1913,2,14,1914,0,0,7,3,8,1,1,mic-1.0
2312,10,13,1913,2,21,1914,0,0,7,3,8,1,1,mic-1.0
2316,1,25,1929,5,9,1930,4,4,16,4,6,1,1,mic-1.0
2317,4,-9,1976,4,-9,1976,0,0,11,3,5,1,1,mic-1.0
